GeneID	IDG	CYTO_NUC	ER_GOLGI	MitoCarta	MitoCarta_Pathways	SurfaceLabel	CellMembrane	MATRISOME	SECRETED	glycomineN	glycomineO	IO	GeneSymbol
696	Tbio					surface			SECRETED	N			BTN1A1
699	Tchem										O		BUB1
701	Tbio	CYTOPLASM											BUB1B
705	Tbio	BOTH											BYSL
706	Tchem		ENDORETICULUM	MOM	Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis	nonsurface							TSPO
708	Tbio	BOTH		Matrix	Signaling > Immune response		Cell Membrane		SECRETED	N			C1QBP
710	Tbio							ASSOCIATED	SECRETED	N	O		SERPING1
711	Tdark												ERC2-IT1
712	Tbio							ASSOCIATED	SECRETED				C1QA
713	Tbio							ASSOCIATED	SECRETED				C1QB
714	Tbio							ASSOCIATED	SECRETED				C1QC
715	Tclin									N			C1R
716	Tchem									N			C1S
717	Tbio								SECRETED	N			C2
718	Tbio								SECRETED	N	O		C3
719	Tchem					surface	Cell Membrane			N			C3AR1
720	Tbio								SECRETED	N	O		C4A
721	Tbio								SECRETED	N	O		C4B
722	Tbio								SECRETED	N			C4BPA
725	Tbio								SECRETED	N			C4BPB
726	Tbio	CYTOPLASM											CAPN5
727	Tclin								SECRETED	N	O		C5
728	Tchem					surface	Cell Membrane			N	O		C5AR1
729	Tbio								SECRETED	N			C6
730	Tbio								SECRETED	N			C7
731	Tbio						Cell Membrane		SECRETED	N			C8A
732	Tbio								SECRETED	N			C8B
733	Tbio								SECRETED				C8G
734	Tbio												OSGIN2
735	Tbio						Cell Membrane		SECRETED	N			C9
738	Tbio		GOLGI										VPS51
740	Tbio			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPL49
741	Tbio												ZNHIT2
744	Tbio												MPPED2
745	Tbio	BOTH	GOLGI								O		MYRF
746	Tdark		ENDORETICULUM			nonsurface							TMEM258
747	Tchem					surface	Cell Membrane				O		DAGLA
750	Tdark												GAS8-AS1
752	Tbio						Cell Membrane						FMNL1
753	Tbio					surface							LDLRAD4
754	Tbio	BOTH				surface							PTTG1IP
755	Tbio	CYTOPLASM											C21orf2
757	Tdark		ENDORETICULUM			nonsurface							TMEM50B
758	Tdark												MPPED1
759	Tclin										O		CA1
760	Tclin	CYTOPLASM					Cell Membrane						CA2
761	Tclin												CA3
762	Tclin		GOLGI			surface	Cell Membrane						CA4
763	Tclin			Matrix	Metabolism > Amino acid metabolism > Urea cycle								CA5A
765	Tclin								SECRETED	N			CA6
766	Tclin												CA7
767	Tbio	CYTOPLASM											CA8
768	Tclin						Cell Membrane						CA9
770	Tbio								SECRETED	N			CA11
771	Tclin					surface							CA12
773	Tchem	BOTH									O		CACNA1A
774	Tclin												CACNA1B
775	Tclin	CYTOPLASM				surface	Cell Membrane				O		CACNA1C
776	Tclin										O		CACNA1D
777	Tchem										O		CACNA1E
778	Tchem												CACNA1F
779	Tclin	CYTOPLASM											CACNA1S
780	Tchem					surface	Cell Membrane		SECRETED	N			DDR1
781	Tclin												CACNA2D1
782	Tbio						Cell Membrane						CACNB1
783	Tbio						Cell Membrane						CACNB2
784	Tbio												CACNB3
785	Tbio												CACNB4
786	Tbio					surface							CACNG1
788	Tbio			MIM	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Metals and cofactors > Carnitine synthesis and transport | Metabolism > Metals and cofactors > Carnitine shuttle | Small molecule transport > SLC25A family	nonsurface							SLC25A20
790	Tchem	BOTH											CAD
793	Tbio	NUCLEUS											CALB1
794	Tbio	NUCLEUS											CALB2
795	Tbio							ASSOCIATED				IO	S100G
796	Tchem	BOTH							SECRETED	N	O		CALCA
797	Tbio								SECRETED				CALCB
799	Tclin					surface	Cell Membrane						CALCR
800	Tbio												CALD1
801	Tclin	BOTH								N			CALM1
805	Tclin	BOTH								N			CALM2
808	Tclin	BOTH								N			CALM3
810	Tbio												CALML3
811	Tbio	BOTH	BOTH						SECRETED	N			CALR
813	Tbio		BOTH						SECRETED	N			CALU
814	Tbio	BOTH									O		CAMK4
815	Tchem	BOTH				nonsurface	Cell Membrane						CAMK2A
816	Tchem	CYTOPLASM				nonsurface							CAMK2B
817	Tchem	BOTH				nonsurface	Cell Membrane						CAMK2D
818	Tchem	CYTOPLASM				nonsurface							CAMK2G
819	Tbio		ENDORETICULUM			nonsurface							CAMLG
820	Tbio								SECRETED				CAMP
821	Tbio		ENDORETICULUM			nonsurface				N			CANX
822	Tbio	BOTH								N			CAPG
823	Tchem	CYTOPLASM					Cell Membrane						CAPN1
824	Tchem	BOTH	BOTH				Cell Membrane						CAPN2
825	Tbio	BOTH									O		CAPN3
826	Tbio						Cell Membrane						CAPNS1
827	Tbio	CYTOPLASM											CAPN6
828	Tbio	CYTOPLASM											CAPS
829	Tbio												CAPZA1
830	Tdark												CAPZA2
831	Tbio		ENDORETICULUM										CAST
832	Tbio												CAPZB
833	Tbio	CYTOPLASM											CARS
834	Tchem	CYTOPLASM								N			CASP1
835	Tchem	BOTH									O		CASP2
836	Tchem	BOTH		IMS	Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Apoptosis						O		CASP3
837	Tchem	CYTOPLASM	ENDORETICULUM										CASP4
838	Tchem	CYTOPLASM											CASP5
839	Tchem	CYTOPLASM											CASP6
840	Tchem	BOTH											CASP7
841	Tchem	CYTOPLASM		MOM	Protein import, sorting and homeostasis > Protein homeostasis | Mitochondrial dynamics and surveillance > Apoptosis					N	O		CASP8
842	Tchem	BOTH		IMS	Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Apoptosis								CASP9
843	Tchem	CYTOPLASM											CASP10
844	Tbio		BOTH										CASQ1
845	Tbio	CYTOPLASM											CASQ2
846	Tclin	BOTH				surface	Cell Membrane			N			CASR
847	Tbio		BOTH	IMS	Metabolism > Detoxification > ROS and glutathione metabolism								CAT
856	Tdark												CATR1
857	Tbio	CYTOPLASM	BOTH				Cell Membrane						CAV1
858	Tbio	BOTH	GOLGI				Cell Membrane						CAV2
859	Tbio	CYTOPLASM	ENDORETICULUM				Cell Membrane						CAV3
860	Tbio	NUCLEUS											RUNX2
861	Tbio	NUCLEUS									O		RUNX1
862	Tbio	NUCLEUS											RUNX1T1
863	Tbio	NUCLEUS									O		CBFA2T3
864	Tbio	BOTH											RUNX3
865	Tchem	NUCLEUS											CBFB
866	Tchem							ASSOCIATED	SECRETED	N			SERPINA6
867	Tbio		GOLGI				Cell Membrane				O		CBL
868	Tbio										O		CBLB
869	Tbio						Cell Membrane	ASSOCIATED	SECRETED	N			CBLN1
871	Tbio		ENDORETICULUM					ASSOCIATED					SERPINH1
873	Tchem												CBR1
874	Tbio			Matrix	Metabolism > Detoxification > Xenobiotic metabolism								CBR3
875	Tchem	BOTH									O		CBS
881	Tbio	NUCLEUS											CCIN
883	Tbio	CYTOPLASM											CCBL1
885	Tbio								SECRETED				CCK
886	Tclin					surface	Cell Membrane			N			CCKAR
887	Tclin					surface	Cell Membrane						CCKBR
889	Tbio	CYTOPLASM					Cell Membrane						KRIT1
890	Tchem	BOTH									O		CCNA2
891	Tchem	BOTH									O		CCNB1
892	Tbio	NUCLEUS				nonsurface							CCNC
894	Tbio	BOTH											CCND2
896	Tchem	BOTH											CCND3
898	Tchem	BOTH									O		CCNE1
899	Tbio	BOTH				nonsurface							CCNF
900	Tbio	BOTH											CCNG1
901	Tbio	BOTH											CCNG2
902	Tbio	NUCLEUS											CCNH
904	Tchem	NUCLEUS									O		CCNT1
905	Tbio	NUCLEUS									O		CCNT2
908	Tbio	CYTOPLASM											CCT6A
909	Tbio					surface	Cell Membrane			N			CD1A
910	Tbio					surface	Cell Membrane			N			CD1B
911	Tbio					surface	Cell Membrane			N			CD1C
912	Tbio	CYTOPLASM	ENDORETICULUM			surface	Cell Membrane			N			CD1D
913	Tbio					surface				N			CD1E
914	Tclin					surface				N	O		CD2
915	Tclin	CYTOPLASM				surface					O		CD3D
916	Tclin										O		CD3E
917	Tclin					surface				N			CD3G
919	Tbio	CYTOPLASM				nonsurface							CD247
920	Tchem					surface	Cell Membrane			N	O		CD4
921	Tbio					surface	Cell Membrane			N			CD5
922	Tbio	CYTOPLASM							SECRETED				CD5L
923	Tbio					surface	Cell Membrane			N			CD6
924	Tbio					surface							CD7
925	Tbio					surface	Cell Membrane		SECRETED	N	O		CD8A
926	Tbio					surface	Cell Membrane		SECRETED	N	O		CD8B
927	Tdark												CD8BP
928	Tbio					surface	Cell Membrane			N			CD9
929	Tbio		GOLGI			surface	Cell Membrane			N			CD14
930	Tclin					surface				N			CD19
931	Tclin	NUCLEUS				surface	Cell Membrane			N	O		MS4A1
932	Tbio												MS4A3
933	Tclin	CYTOPLASM				surface	Cell Membrane			N			CD22
939	Tbio					surface				N	O	IO	CD27
940	Tbio					surface				N	O	IO	CD28
941	Tclin					surface				N	O	IO	CD80
942	Tclin					surface	Cell Membrane			N	O	IO	CD86
943	Tclin	CYTOPLASM				surface	Cell Membrane						TNFRSF8
944	Tbio					surface		ASSOCIATED		N			TNFSF8
945	Tclin	NUCLEUS				surface	Cell Membrane			N			CD33
946	Tbio					surface	Cell Membrane		SECRETED	N		IO	SIGLEC6
947	Tbio	CYTOPLASM				surface				N	O		CD34
948	Tbio		GOLGI			surface	Cell Membrane			N			CD36
949	Tchem					surface	Cell Membrane			N	O		SCARB1
950	Tbio					surface				N			SCARB2
951	Tbio					surface							CD37
952	Tclin	NUCLEUS				surface				N			CD38
953	Tchem					surface				N			ENTPD1
954	Tchem					nonsurface	Cell Membrane						ENTPD2
955	Tbio		GOLGI			nonsurface			SECRETED	N			ENTPD6
956	Tbio					surface							ENTPD3
957	Tbio		ENDORETICULUM						SECRETED				ENTPD5
958	Tchem	CYTOPLASM				surface	Cell Membrane		SECRETED	N	O	IO	CD40
959	Tbio					surface	Cell Membrane		SECRETED	N	O	IO	CD40LG
960	Tbio		GOLGI			surface	Cell Membrane			N	O		CD44
961	Tchem					surface	Cell Membrane			N		IO	CD47
962	Tbio					surface	Cell Membrane			N			CD48
963	Tbio					surface	Cell Membrane			N			CD53
965	Tbio					surface	Cell Membrane			N			CD58
966	Tbio					surface	Cell Membrane		SECRETED	N			CD59
967	Tchem					surface	Cell Membrane			N			CD63
968	Tbio					surface	Cell Membrane			N	O		CD68
969	Tchem					surface				N			CD69
970	Tbio					surface				N		IO	CD70
971	Tbio					nonsurface							CD72
972	Tchem					surface	Cell Membrane			N	O		CD74
973	Tbio					surface	Cell Membrane			N			CD79A
974	Tbio		GOLGI			surface	Cell Membrane			N			CD79B
975	Tchem									N			CD81
976	Tbio					surface	Cell Membrane		SECRETED	N	O		ADGRE5
977	Tbio					surface				N			CD151
978	Tchem												CDA
983	Tchem	BOTH											CDK1
984	Tchem	BOTH											CDK11B
987	Tbio		BOTH			nonsurface	Cell Membrane						LRBA
988	Tbio	BOTH											CDC5L
989	Tbio	NUCLEUS											SEPT7
990	Tbio	BOTH											CDC6
991	Tbio	NUCLEUS											CDC20
993	Tchem	BOTH											CDC25A
994	Tchem	BOTH											CDC25B
995	Tchem	BOTH									O		CDC25C
996	Tbio	BOTH									O		CDC27
997	Tbio	NUCLEUS											CDC34
998	Tchem	CYTOPLASM					Cell Membrane						CDC42
999	Tbio	CYTOPLASM				surface	Cell Membrane			N			CDH1
1000	Tbio	CYTOPLASM				surface	Cell Membrane						CDH2
1001	Tbio	CYTOPLASM				surface	Cell Membrane						CDH3
1002	Tbio					surface	Cell Membrane			N			CDH4
1003	Tbio					surface	Cell Membrane						CDH5
1004	Tbio					surface	Cell Membrane						CDH6
1005	Tbio					surface	Cell Membrane						CDH7
1006	Tbio					surface	Cell Membrane						CDH8
1007	Tbio					surface	Cell Membrane						CDH9
1008	Tbio					surface	Cell Membrane						CDH10
1009	Tbio	CYTOPLASM				surface	Cell Membrane						CDH11
1010	Tbio					surface	Cell Membrane						CDH12
1012	Tbio	CYTOPLASM				surface	Cell Membrane			N			CDH13
1013	Tbio		GOLGI			surface	Cell Membrane						CDH15
1014	Tbio					surface	Cell Membrane						CDH16
1015	Tbio	NUCLEUS				surface	Cell Membrane						CDH17
1016	Tbio					surface	Cell Membrane						CDH18
1017	Tchem	BOTH											CDK2
1018	Tchem	NUCLEUS											CDK3
1019	Tclin	NUCLEUS											CDK4
1020	Tchem	BOTH					Cell Membrane						CDK5
1021	Tclin	BOTH											CDK6
1022	Tchem	BOTH											CDK7
1024	Tchem	NUCLEUS									O		CDK8
1025	Tchem	NUCLEUS									O		CDK9
1026	Tbio	NUCLEUS									O		CDKN1A
1027	Tbio	BOTH									O		CDKN1B
1028	Tbio	BOTH									O		CDKN1C
1029	Tbio	BOTH				nonsurface					O		CDKN2A
1030	Tbio	BOTH											CDKN2B
1031	Tbio	BOTH											CDKN2C
1032	Tbio	BOTH											CDKN2D
1033	Tbio	CYTOPLASM											CDKN3
1036	Tbio												CDO1
1038	Tbio												CDR1
1039	Tbio	CYTOPLASM											CDR2
1040	Tbio		ENDORETICULUM			nonsurface							CDS1
1041	Tbio								SECRETED	N			CDSN
1043	Tclin					surface	Cell Membrane			N			CD52
1044	Tbio	NUCLEUS									O		CDX1
1045	Tbio	NUCLEUS											CDX2
1046	Tbio	NUCLEUS											CDX4
1047	Tbio		ENDORETICULUM			nonsurface							CLGN
1048	Tbio					surface	Cell Membrane			N			CEACAM5
1050	Tbio	NUCLEUS									O		CEBPA
1051	Tbio	BOTH									O		CEBPB
1052	Tbio												CEBPD
1053	Tbio	NUCLEUS											CEBPE
1054	Tbio	NUCLEUS											CEBPG
1056	Tchem	CYTOPLASM											CEL
1058	Tbio	NUCLEUS									O		CENPA
1059	Tbio												CENPB
1060	Tbio												CENPC
1062	Tchem	NUCLEUS									O		CENPE
1063	Tbio	BOTH											CENPF
1066	Tchem		ENDORETICULUM										CES1
1068	Tbio												CETN1
1069	Tbio												CETN2
1070	Tbio												CETN3
1071	Tchem								SECRETED				CETP
1072	Tbio	BOTH					Cell Membrane						CFL1
1073	Tbio												CFL2
1075	Tchem							ASSOCIATED					CTSC
1080	Tclin	BOTH					Cell Membrane				O		CFTR
1081	Tbio								SECRETED	N			CGA
1082	Tdark	CYTOPLASM							SECRETED	N	O		CGB
1084	Tbio					surface							CEACAM3
1087	Tbio					surface	Cell Membrane			N			CEACAM7
1088	Tbio					surface	Cell Membrane			N	O		CEACAM8
1089	Tdark					surface				N			CEACAM4
1101	Tbio							CORE	SECRETED				CHAD
1102	Tbio												RCBTB2
1103	Tchem	BOTH											CHAT
1104	Tbio	BOTH											RCC1
1105	Tbio	BOTH											CHD1
1106	Tbio	NUCLEUS											CHD2
1107	Tbio	BOTH											CHD3
1108	Tbio	BOTH											CHD4
1109	Tchem	CYTOPLASM											AKR1C4
1111	Tchem	BOTH											CHEK1
1112	Tbio	NUCLEUS											FOXN3
1113	Tbio								SECRETED	N			CHGA
1114	Tbio								SECRETED	N			CHGB
1116	Tbio	CYTOPLASM	ENDORETICULUM						SECRETED	N			CHI3L1
1117	Tbio								SECRETED	N			CHI3L2
1118	Tbio								SECRETED		O		CHIT1
1119	Tchem												CHKA
1120	Tbio												CHKB
1121	Tbio												CHM
1122	Tbio	NUCLEUS											CHML
1123	Tbio												CHN1
1124	Tbio												CHN2
1128	Tclin					surface	Cell Membrane			N			CHRM1
1129	Tclin					surface	Cell Membrane			N			CHRM2
1130	Tbio	CYTOPLASM									O		LYST
1131	Tclin					surface	Cell Membrane			N	O		CHRM3
1132	Tclin					surface	Cell Membrane			N			CHRM4
1133	Tclin					surface	Cell Membrane			N			CHRM5
1134	Tclin					surface	Cell Membrane			N			CHRNA1
1135	Tchem					surface	Cell Membrane						CHRNA2
1136	Tclin					surface	Cell Membrane						CHRNA3
1137	Tclin					surface	Cell Membrane			N			CHRNA4
1138	Tbio					surface	Cell Membrane						CHRNA5
1139	Tchem					surface	Cell Membrane						CHRNA7
1140	Tclin					surface	Cell Membrane						CHRNB1
1141	Tclin					surface	Cell Membrane			N			CHRNB2
1142	Tchem					surface	Cell Membrane						CHRNB3
1143	Tclin					surface	Cell Membrane						CHRNB4
1144	Tclin					surface	Cell Membrane						CHRND
1145	Tclin					surface	Cell Membrane						CHRNE
1146	Tclin					surface	Cell Membrane						CHRNG
1147	Tchem	CYTOPLASM									O		CHUK
1149	Tbio	BOTH									O		CIDEA
1152	Tbio	NUCLEUS											CKB
1153	Tbio	BOTH											CIRBP
1154	Tbio												CISH
1155	Tbio	CYTOPLASM											TBCB
1158	Tbio												CKM
1159	Tbio			MIM	Metabolism > Nucleotide metabolism > Creatine metabolism								CKMT1B
1160	Tbio			MIM	Metabolism > Nucleotide metabolism > Creatine metabolism	nonsurface							CKMT2
1161	Tbio	BOTH											ERCC8
1163	Tbio												CKS1B
1164	Tbio												CKS2
1173	Tbio						Cell Membrane			N	O		AP2M1
1174	Tbio		GOLGI										AP1S1
1175	Tbio						Cell Membrane						AP2S1
1176	Tbio		GOLGI										AP3S1
1178	Tbio							ASSOCIATED					CLC
1179	Tbio						Cell Membrane		SECRETED	N			CLCA1
1180	Tbio									N			CLCN1
1181	Tclin					nonsurface							CLCN2
1182	Tchem		GOLGI							N			CLCN3
1183	Tchem		GOLGI			nonsurface							CLCN4
1184	Tbio		GOLGI				Cell Membrane			N			CLCN5
1185	Tchem												CLCN6
1186	Tchem					nonsurface							CLCN7
1187	Tchem									N			CLCNKA
1188	Tchem					surface	Cell Membrane			N			CLCNKB
1191	Tbio	BOTH	GOLGI						SECRETED	N	O		CLU
1192	Tbio	BOTH					Cell Membrane						CLIC1
1193	Tbio	BOTH											CLIC2
1195	Tchem	BOTH											CLK1
1196	Tchem	NUCLEUS											CLK2
1198	Tchem	NUCLEUS											CLK3
1200	Tbio									N			TPP1
1201	Tbio	BOTH	BOTH			surface							CLN3
1203	Tbio		BOTH										CLN5
1207	Tbio	NUCLEUS											CLNS1A
1208	Tbio								SECRETED		O		CLPS
1209	Tbio									N			CLPTM1
1211	Tbio												CLTA
1212	Tbio												CLTB
1213	Tbio									N			CLTC
1215	Tchem	CYTOPLASM							SECRETED	N			CMA1
1230	Tchem	CYTOPLASM				surface	Cell Membrane			N	O		CCR1
1232	Tchem	CYTOPLASM				surface	Cell Membrane				O		CCR3
1233	Tclin					surface	Cell Membrane			N	O		CCR4
1234	Tclin	CYTOPLASM				surface	Cell Membrane			N	O		CCR5
1235	Tchem					surface	Cell Membrane			N			CCR6
1236	Tbio					surface	Cell Membrane			N	O		CCR7
1237	Tchem					surface	Cell Membrane			N			CCR8
1238	Tbio					surface	Cell Membrane			N	O		ACKR2
1240	Tchem					surface	Cell Membrane				O		CMKLR1
1241	Tchem					surface	Cell Membrane			N	O		LTB4R
1244	Tchem					surface	Cell Membrane			N			ABCC2
1258	Tbio					nonsurface							CNGB1
1259	Tchem					nonsurface				N			CNGA1
1260	Tchem					nonsurface							CNGA2
1261	Tchem	CYTOPLASM				nonsurface							CNGA3
1262	Tbio					nonsurface							CNGA4
1263	Tchem	BOTH									O		PLK3
1264	Tbio												CNN1
1265	Tbio												CNN2
1266	Tbio												CNN3
1267	Tbio	BOTH									O		CNP
1268	Tclin					surface	Cell Membrane			N	O		CNR1
1269	Tchem					surface	Cell Membrane				O		CNR2
1270	Tbio	CYTOPLASM						ASSOCIATED					CNTF
1271	Tbio					surface	Cell Membrane			N			CNTFR
1272	Tbio					surface	Cell Membrane			N			CNTN1
1277	Tbio	CYTOPLASM	GOLGI					CORE	SECRETED	N	O		COL1A1
1278	Tbio		ENDORETICULUM					CORE	SECRETED	N	O		COL1A2
1280	Tbio							CORE	SECRETED	N	O		COL2A1
1281	Tbio							CORE	SECRETED	N	O		COL3A1
1282	Tbio							CORE	SECRETED	N			COL4A1
1284	Tbio							CORE	SECRETED				COL4A2
1285	Tbio		ENDORETICULUM					CORE	SECRETED				COL4A3
1286	Tbio							CORE	SECRETED				COL4A4
1287	Tbio							CORE	SECRETED				COL4A5
1288	Tbio							CORE	SECRETED				COL4A6
1289	Tbio							CORE	SECRETED				COL5A1
1290	Tbio							CORE	SECRETED				COL5A2
1291	Tbio							CORE	SECRETED				COL6A1
1292	Tbio							CORE	SECRETED	N			COL6A2
1293	Tbio							CORE	SECRETED	N	O		COL6A3
1294	Tbio							CORE	SECRETED				COL7A1
1295	Tbio							CORE	SECRETED				COL8A1
1296	Tbio							CORE	SECRETED				COL8A2
1297	Tbio							CORE	SECRETED				COL9A1
1298	Tbio							CORE	SECRETED				COL9A2
1299	Tbio							CORE	SECRETED				COL9A3
1300	Tbio							CORE	SECRETED				COL10A1
1301	Tbio							CORE	SECRETED				COL11A1
1302	Tbio							CORE	SECRETED				COL11A2
1303	Tbio							CORE	SECRETED	N	O		COL12A1
1305	Tbio					nonsurface	Cell Membrane	CORE					COL13A1
1306	Tbio							CORE	SECRETED	N			COL15A1
1307	Tbio							CORE	SECRETED				COL16A1
1308	Tbio					nonsurface	Cell Membrane	CORE	SECRETED	N			COL17A1
1310	Tbio							CORE	SECRETED				COL19A1
1311	Tbio							CORE	SECRETED	N			COMP
1312	Tclin			Membrane	Metabolism > Amino acid metabolism > Catechol metabolism		Cell Membrane						COMT
1314	Tbio	CYTOPLASM							SECRETED	N			COPA
1315	Tbio		GOLGI				Cell Membrane				O		COPB1
1316	Tbio	NUCLEUS									O		KLF6
1317	Tbio					surface	Cell Membrane			N			SLC31A1
1318	Tbio					nonsurface							SLC31A2
1325	Tbio								SECRETED				CORT
1326	Tchem	CYTOPLASM											MAP3K8
1327	Tbio	NUCLEUS		MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	nonsurface							COX4I1
1329	Tbio			MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits								COX5B
1337	Tbio			MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	nonsurface							COX6A1
1339	Tbio			MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	nonsurface							COX6A2
1340	Tbio			MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits								COX6B1
1345	Tbio			MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	nonsurface							COX6C
1346	Tbio			MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	nonsurface							COX7A1
1347	Tbio			MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	nonsurface							COX7A2
1348	Tdark												COX7A2P2
1349	Tbio			MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	nonsurface							COX7B
1350	Tbio			MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	nonsurface							COX7C
1351	Tbio			MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	nonsurface							COX8A
1352	Tbio			MIM	OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Heme synthesis and processing | OXPHOS > OXPHOS assembly factors	nonsurface							COX10
1353	Tbio			MIM	OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Copper metabolism | OXPHOS > OXPHOS assembly factors	nonsurface							COX11
1355	Tbio	NUCLEUS		MIM	OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Heme synthesis and processing | OXPHOS > OXPHOS assembly factors	nonsurface							COX15
1356	Tbio								SECRETED	N			CP
1357	Tchem								SECRETED				CPA1
1358	Tbio								SECRETED				CPA2
1359	Tchem												CPA3
1360	Tchem								SECRETED				CPB1
1361	Tchem								SECRETED	N	O		CPB2
1362	Tbio					surface							CPD
1363	Tbio	NUCLEUS	GOLGI						SECRETED	N			CPE
